episode_id	env_time	agent_id	action
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	6	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	6	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	6	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	6	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	0	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	9	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	17	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	7	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	0	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	7	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	10	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	17	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	18	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	26	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	8	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	0	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	1	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	8	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	13	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	14	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	18	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	24	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	26	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	37	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	9	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	0	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	2	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	5	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	8	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	15	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	24	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	26	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	37	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	42	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	10	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	0	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	4	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	8	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	9	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	15	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	22	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	26	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	37	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	42	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	11	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	0	4
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	8	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	11	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	15	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	17	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	22	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	25	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	26	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	37	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	42	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	12	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	0	4
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	8	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	10	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	15	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	16	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	18	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	22	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	25	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	26	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	29	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	37	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	40	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	42	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	13	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	0	4
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	7	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	8	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	13	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	15	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	19	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	22	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	24	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	25	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	26	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	29	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	30	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	37	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	40	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	42	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	14	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	0	4
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	1	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	8	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	14	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	15	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	22	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	25	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	26	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	29	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	30	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	35	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	37	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	39	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	40	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	42	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	15	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	0	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	2	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	5	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	8	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	15	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	22	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	25	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	26	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	29	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	30	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	33	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	35	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	36	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	37	4
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	39	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	40	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	42	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	16	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	0	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	4	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	6	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	8	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	9	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	11	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	15	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	17	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	22	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	25	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	26	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	28	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	29	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	30	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	33	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	35	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	36	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	37	4
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	38	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	39	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	40	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	42	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	17	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	0	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	1	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	2	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	4	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	5	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	6	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	7	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	8	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	9	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	10	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	11	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	13	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	14	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	15	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	16	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	17	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	18	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	19	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	22	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	24	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	25	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	26	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	28	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	29	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	30	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	33	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	35	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	36	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	37	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	38	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	39	3
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	40	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	41	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	42	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	45	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	47	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	18	49	2
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	19	0	1
c1d1c4b3-f7ea-4cf5-9985-79113f60037c	19	1	2
