episode_id	env_time	agent_id	position
olten	4	3	(None, 0)
olten	4	4	(None, 0)
olten	4	5	(None, 2)
olten	4	6	(None, 2)
olten	4	7	(None, 2)
olten	4	8	(None, 2)
olten	4	9	(None, 0)
olten	4	10	(None, 3)
olten	4	11	(None, 2)
olten	4	12	(None, 0)
olten	4	13	(None, 0)
olten	4	14	(None, 3)
olten	4	15	(None, 0)
olten	4	16	(None, 1)
olten	4	17	(None, 3)
olten	4	18	(None, 2)
olten	4	19	(None, 0)
olten	4	20	(None, 2)
olten	4	21	(None, 0)
olten	4	22	(None, 0)
olten	4	23	(None, 0)
olten	4	24	(None, 2)
olten	4	25	(None, 0)
olten	4	26	(None, 3)
olten	4	27	(None, 3)
olten	4	28	(None, 0)
olten	4	29	(None, 2)
olten	4	30	(None, 0)
olten	4	31	(None, 3)
olten	4	32	(None, 0)
olten	4	33	(None, 2)
olten	4	34	(None, 0)
olten	4	35	(None, 1)
olten	4	36	(None, 0)
olten	4	37	(None, 3)
olten	4	38	(None, 3)
olten	4	39	(None, 2)
olten	4	40	(None, 1)
olten	4	41	(None, 0)
olten	4	42	(None, 0)
olten	4	43	(None, 3)
olten	4	44	(None, 3)
olten	4	45	((19, 32), 3)
olten	4	46	(None, 3)
olten	4	47	(None, 3)
olten	4	48	((2, 24), 2)
olten	4	49	(None, 2)
olten	4	50	(None, 2)
olten	4	51	(None, 2)
olten	5	0	((36, 7), 0)
olten	5	1	(None, 2)
olten	5	2	(None, 2)
olten	5	3	(None, 0)
olten	5	4	(None, 0)
olten	5	5	(None, 2)
olten	5	6	(None, 2)
olten	5	7	(None, 2)
olten	5	8	(None, 2)
olten	5	9	(None, 0)
olten	5	10	(None, 3)
olten	5	11	(None, 2)
olten	5	12	(None, 0)
olten	5	13	(None, 0)
olten	5	14	(None, 3)
olten	5	15	(None, 0)
olten	5	16	(None, 1)
olten	5	17	(None, 3)
olten	5	18	(None, 2)
olten	5	19	(None, 0)
olten	5	20	(None, 2)
olten	5	21	(None, 0)
olten	5	22	(None, 0)
olten	5	23	(None, 0)
olten	5	24	(None, 2)
olten	5	25	(None, 0)
olten	5	26	(None, 3)
olten	5	27	(None, 3)
olten	5	28	(None, 0)
olten	5	29	(None, 2)
olten	5	30	(None, 0)
olten	5	31	(None, 3)
olten	5	32	(None, 0)
olten	5	33	(None, 2)
olten	5	34	(None, 0)
olten	5	35	(None, 1)
olten	5	36	(None, 0)
olten	5	37	(None, 3)
olten	5	38	(None, 3)
olten	5	39	(None, 2)
olten	5	40	(None, 1)
olten	5	41	(None, 0)
olten	5	42	(None, 0)
olten	5	43	(None, 3)
olten	5	44	(None, 3)
olten	5	45	((19, 31), 3)
olten	5	46	(None, 3)
olten	5	47	(None, 3)
olten	5	48	((3, 24), 2)
olten	5	49	(None, 2)
olten	5	50	(None, 2)
olten	5	51	(None, 2)
olten	6	0	((35, 7), 0)
olten	6	1	(None, 2)
olten	6	2	(None, 2)
olten	6	3	(None, 0)
olten	6	4	(None, 0)
olten	6	5	(None, 2)
olten	6	6	(None, 2)
olten	6	7	(None, 2)
olten	6	8	(None, 2)
olten	6	9	(None, 0)
olten	6	10	(None, 3)
olten	6	11	(None, 2)
olten	6	12	(None, 0)
olten	6	13	(None, 0)
olten	6	14	(None, 3)
olten	6	15	(None, 0)
olten	6	16	(None, 1)
olten	6	17	(None, 3)
olten	6	18	(None, 2)
olten	6	19	(None, 0)
olten	6	20	(None, 2)
olten	6	21	(None, 0)
olten	6	22	(None, 0)
olten	6	23	(None, 0)
olten	6	24	(None, 2)
olten	6	25	(None, 0)
olten	6	26	(None, 3)
olten	6	27	(None, 3)
olten	6	28	(None, 0)
olten	6	29	(None, 2)
olten	6	30	(None, 0)
olten	6	31	(None, 3)
olten	6	32	(None, 0)
olten	6	33	(None, 2)
olten	6	34	(None, 0)
olten	6	35	(None, 1)
olten	6	36	(None, 0)
olten	6	37	(None, 3)
olten	6	38	(None, 3)
olten	6	39	(None, 2)
olten	6	40	(None, 1)
olten	6	41	(None, 0)
olten	6	42	(None, 0)
olten	6	43	(None, 3)
olten	6	44	(None, 3)
olten	6	45	((19, 30), 3)
olten	6	46	(None, 3)
olten	6	47	(None, 3)
olten	6	48	((4, 24), 2)
olten	6	49	(None, 2)
olten	6	50	(None, 2)
olten	6	51	(None, 2)
olten	7	0	((35, 7), 0)
olten	7	1	(None, 2)
olten	7	2	(None, 2)
olten	7	3	(None, 0)
olten	7	4	(None, 0)
olten	7	5	(None, 2)
olten	7	6	(None, 2)
olten	7	7	(None, 2)
olten	7	8	(None, 2)
olten	7	9	(None, 0)
olten	7	10	(None, 3)
olten	7	11	(None, 2)
olten	7	12	(None, 0)
olten	7	13	(None, 0)
olten	7	14	(None, 3)
olten	7	15	(None, 0)
olten	7	16	(None, 1)
olten	7	17	(None, 3)
olten	7	18	(None, 2)
olten	7	19	(None, 0)
olten	7	20	(None, 2)
olten	7	21	(None, 0)
olten	7	22	(None, 0)
olten	7	23	(None, 0)
olten	7	24	(None, 2)
olten	7	25	(None, 0)
olten	7	26	(None, 3)
olten	7	27	(None, 3)
olten	7	28	(None, 0)
olten	7	29	(None, 2)
olten	7	30	(None, 0)
olten	7	31	(None, 3)
olten	7	32	(None, 0)
olten	7	33	(None, 2)
olten	7	34	(None, 0)
olten	7	35	(None, 1)
olten	7	36	(None, 0)
olten	7	37	(None, 3)
olten	7	38	(None, 3)
olten	7	39	(None, 2)
olten	7	40	(None, 1)
olten	7	41	(None, 0)
olten	7	42	(None, 0)
olten	7	43	(None, 3)
olten	7	44	(None, 3)
olten	7	45	((19, 29), 3)
olten	7	46	(None, 3)
olten	7	47	(None, 3)
olten	7	48	((5, 24), 2)
olten	7	49	(None, 2)
olten	7	50	(None, 2)
olten	7	51	(None, 2)
olten	8	0	((35, 8), 1)
olten	8	1	(None, 2)
olten	8	2	(None, 2)
olten	8	3	(None, 0)
olten	8	4	(None, 0)
olten	8	5	(None, 2)
olten	8	6	(None, 2)
olten	8	7	(None, 2)
olten	8	8	(None, 2)
olten	8	9	(None, 0)
olten	8	10	(None, 3)
olten	8	11	(None, 2)
olten	8	12	(None, 0)
olten	8	13	(None, 0)
olten	8	14	(None, 3)
olten	8	15	(None, 0)
olten	8	16	(None, 1)
olten	8	17	(None, 3)
olten	8	18	(None, 2)
olten	8	19	(None, 0)
olten	8	20	(None, 2)
olten	8	21	(None, 0)
olten	8	22	(None, 0)
olten	8	23	(None, 0)
olten	8	24	(None, 2)
olten	8	25	(None, 0)
olten	8	26	(None, 3)
olten	8	27	(None, 3)
olten	8	28	(None, 0)
olten	8	29	(None, 2)
olten	8	30	(None, 0)
olten	8	31	(None, 3)
olten	8	32	(None, 0)
olten	8	33	(None, 2)
olten	8	34	(None, 0)
olten	8	35	(None, 1)
olten	8	36	(None, 0)
olten	8	37	(None, 3)
olten	8	38	(None, 3)
olten	8	39	(None, 2)
olten	8	40	(None, 1)
olten	8	41	(None, 0)
olten	8	42	(None, 0)
olten	8	43	(None, 3)
olten	8	44	(None, 3)
olten	8	45	((19, 28), 3)
olten	8	46	(None, 3)
olten	8	47	(None, 3)
olten	8	48	((6, 24), 2)
olten	8	49	(None, 2)
olten	8	50	(None, 2)
olten	8	51	(None, 2)
olten	9	0	((35, 8), 1)
olten	9	1	(None, 2)
olten	9	2	(None, 2)
olten	9	3	(None, 0)
olten	9	4	(None, 0)
olten	9	5	(None, 2)
olten	9	6	(None, 2)
olten	9	7	(None, 2)
olten	9	8	(None, 2)
olten	9	9	(None, 0)
olten	9	10	(None, 3)
olten	9	11	(None, 2)
olten	9	12	(None, 0)
olten	9	13	(None, 0)
olten	9	14	(None, 3)
olten	9	15	(None, 0)
olten	9	16	(None, 1)
olten	9	17	(None, 3)
olten	9	18	(None, 2)
olten	9	19	(None, 0)
olten	9	20	(None, 2)
olten	9	21	(None, 0)
olten	9	22	(None, 0)
olten	9	23	(None, 0)
olten	9	24	(None, 2)
olten	9	25	(None, 0)
olten	9	26	(None, 3)
olten	9	27	(None, 3)
olten	9	28	(None, 0)
olten	9	29	(None, 2)
olten	9	30	(None, 0)
olten	9	31	(None, 3)
olten	9	32	(None, 0)
olten	9	33	(None, 2)
olten	9	34	(None, 0)
olten	9	35	(None, 1)
olten	9	36	(None, 0)
olten	9	37	(None, 3)
olten	9	38	(None, 3)
olten	9	39	(None, 2)
olten	9	40	(None, 1)
olten	9	41	(None, 0)
olten	9	42	(None, 0)
olten	9	43	(None, 3)
olten	9	44	(None, 3)
olten	9	45	((19, 27), 3)
olten	9	46	(None, 3)
olten	9	47	(None, 3)
olten	9	48	((7, 24), 2)
olten	9	49	(None, 2)
olten	9	50	(None, 2)
olten	9	51	(None, 2)
olten	10	0	((34, 8), 0)
olten	10	1	(None, 2)
olten	10	2	(None, 2)
olten	10	3	(None, 0)
olten	10	4	(None, 0)
olten	10	5	(None, 2)
olten	10	6	(None, 2)
olten	10	7	(None, 2)
olten	10	8	(None, 2)
olten	10	9	(None, 0)
olten	10	10	(None, 3)
olten	10	11	(None, 2)
olten	10	12	(None, 0)
olten	10	13	(None, 0)
olten	10	14	(None, 3)
olten	10	15	(None, 0)
olten	10	16	(None, 1)
olten	10	17	(None, 3)
olten	10	18	(None, 2)
olten	10	19	(None, 0)
olten	10	20	(None, 2)
olten	10	21	(None, 0)
olten	10	22	(None, 0)
olten	10	23	(None, 0)
olten	10	24	(None, 2)
olten	10	25	(None, 0)
olten	10	26	(None, 3)
olten	10	27	(None, 3)
olten	10	28	(None, 0)
olten	10	29	(None, 2)
olten	10	30	(None, 0)
olten	10	31	(None, 3)
olten	10	32	(None, 0)
olten	10	33	(None, 2)
olten	10	34	(None, 0)
olten	10	35	(None, 1)
olten	10	36	(None, 0)
olten	10	37	(None, 3)
olten	10	38	(None, 3)
olten	10	39	(None, 2)
olten	10	40	(None, 1)
olten	10	41	(None, 0)
olten	10	42	(None, 0)
olten	10	43	(None, 3)
olten	10	44	(None, 3)
olten	10	45	((19, 26), 3)
olten	10	46	(None, 3)
olten	10	47	(None, 3)
olten	10	48	((8, 24), 2)
olten	10	49	(None, 2)
olten	10	50	(None, 2)
olten	10	51	(None, 2)
olten	11	0	((34, 8), 0)
olten	11	1	(None, 2)
olten	11	2	(None, 2)
olten	11	3	(None, 0)
olten	11	4	(None, 0)
olten	11	5	(None, 2)
olten	11	6	(None, 2)
olten	11	7	(None, 2)
olten	11	8	(None, 2)
olten	11	9	(None, 0)
olten	11	10	(None, 3)
olten	11	11	(None, 2)
olten	11	12	(None, 0)
olten	11	13	(None, 0)
olten	11	14	(None, 3)
olten	11	15	(None, 0)
olten	11	16	(None, 1)
olten	11	17	(None, 3)
olten	11	18	(None, 2)
olten	11	19	(None, 0)
olten	11	20	(None, 2)
olten	11	21	(None, 0)
olten	11	22	(None, 0)
olten	11	23	(None, 0)
olten	11	24	(None, 2)
olten	11	25	(None, 0)
olten	11	26	(None, 3)
olten	11	27	(None, 3)
olten	11	28	(None, 0)
olten	11	29	(None, 2)
olten	11	30	(None, 0)
olten	11	31	(None, 3)
olten	11	32	(None, 0)
olten	11	33	(None, 2)
olten	11	34	(None, 0)
olten	11	35	(None, 1)
olten	11	36	(None, 0)
olten	11	37	(None, 3)
olten	11	38	(None, 3)
olten	11	39	(None, 2)
olten	11	40	(None, 1)
olten	11	41	(None, 0)
olten	11	42	(None, 0)
olten	11	43	(None, 3)
olten	11	44	(None, 3)
olten	11	45	((19, 25), 3)
olten	11	46	(None, 3)
olten	11	47	(None, 3)
olten	11	48	((9, 24), 2)
olten	11	49	(None, 2)
olten	11	50	(None, 2)
olten	11	51	(None, 2)
olten	12	0	((33, 8), 0)
olten	12	1	(None, 2)
olten	12	2	(None, 2)
olten	12	3	(None, 0)
olten	12	4	(None, 0)
olten	12	5	(None, 2)
olten	12	6	(None, 2)
olten	12	7	(None, 2)
olten	12	8	(None, 2)
olten	12	9	(None, 0)
olten	12	10	(None, 3)
olten	12	11	(None, 2)
olten	12	12	(None, 0)
olten	12	13	(None, 0)
olten	12	14	(None, 3)
olten	12	15	(None, 0)
olten	12	16	(None, 1)
olten	12	17	(None, 3)
olten	12	18	(None, 2)
olten	12	19	(None, 0)
olten	12	20	(None, 2)
olten	12	21	(None, 0)
olten	12	22	(None, 0)
olten	12	23	(None, 0)
olten	12	24	(None, 2)
olten	12	25	(None, 0)
olten	12	26	(None, 3)
olten	12	27	(None, 3)
olten	12	28	(None, 0)
olten	12	29	(None, 2)
olten	12	30	(None, 0)
olten	12	31	(None, 3)
olten	12	32	(None, 0)
olten	12	33	(None, 2)
olten	12	34	(None, 0)
olten	12	35	(None, 1)
olten	12	36	(None, 0)
olten	12	37	(None, 3)
olten	12	38	(None, 3)
olten	12	39	(None, 2)
olten	12	40	(None, 1)
olten	12	41	(None, 0)
olten	12	42	(None, 0)
olten	12	43	(None, 3)
olten	12	44	(None, 3)
olten	12	45	((19, 24), 3)
olten	12	46	(None, 3)
olten	12	47	(None, 3)
olten	12	48	((10, 24), 2)
olten	12	49	(None, 2)
olten	12	50	(None, 2)
olten	12	51	(None, 2)
olten	13	0	((33, 8), 0)
olten	13	1	(None, 2)
olten	13	2	(None, 2)
olten	13	3	(None, 0)
olten	13	4	(None, 0)
olten	13	5	(None, 2)
olten	13	6	(None, 2)
olten	13	7	(None, 2)
olten	13	8	(None, 2)
olten	13	9	(None, 0)
olten	13	10	(None, 3)
olten	13	11	(None, 2)
olten	13	12	(None, 0)
olten	13	13	(None, 0)
olten	13	14	(None, 3)
olten	13	15	(None, 0)
olten	13	16	(None, 1)
olten	13	17	(None, 3)
olten	13	18	(None, 2)
olten	13	19	(None, 0)
olten	13	20	(None, 2)
olten	13	21	(None, 0)
olten	13	22	(None, 0)
olten	13	23	(None, 0)
olten	13	24	(None, 2)
olten	13	25	(None, 0)
olten	13	26	(None, 3)
olten	13	27	(None, 3)
olten	13	28	(None, 0)
olten	13	29	(None, 2)
olten	13	30	(None, 0)
olten	13	31	(None, 3)
olten	13	32	(None, 0)
olten	13	33	(None, 2)
olten	13	34	(None, 0)
olten	13	35	(None, 1)
olten	13	36	(None, 0)
olten	13	37	(None, 3)
olten	13	38	(None, 3)
olten	13	39	(None, 2)
olten	13	40	(None, 1)
olten	13	41	(None, 0)
olten	13	42	(None, 0)
olten	13	43	(None, 3)
olten	13	44	(None, 3)
olten	13	45	((19, 23), 3)
olten	13	46	(None, 3)
olten	13	47	(None, 3)
olten	13	48	((11, 24), 2)
olten	13	49	(None, 2)
olten	13	50	(None, 2)
olten	13	51	(None, 2)
olten	14	0	((32, 8), 0)
olten	14	1	(None, 2)
olten	14	2	(None, 2)
olten	14	3	(None, 0)
olten	14	4	(None, 0)
olten	14	5	(None, 2)
olten	14	6	(None, 2)
olten	14	7	(None, 2)
olten	14	8	(None, 2)
olten	14	9	(None, 0)
olten	14	10	(None, 3)
olten	14	11	(None, 2)
olten	14	12	(None, 0)
olten	14	13	(None, 0)
olten	14	14	(None, 3)
olten	14	15	(None, 0)
olten	14	16	(None, 1)
olten	14	17	(None, 3)
olten	14	18	(None, 2)
olten	14	19	(None, 0)
olten	14	20	(None, 2)
olten	14	21	(None, 0)
olten	14	22	(None, 0)
olten	14	23	(None, 0)
olten	14	24	(None, 2)
olten	14	25	(None, 0)
olten	14	26	(None, 3)
olten	14	27	(None, 3)
olten	14	28	(None, 0)
olten	14	29	(None, 2)
olten	14	30	(None, 0)
olten	14	31	(None, 3)
olten	14	32	(None, 0)
olten	14	33	(None, 2)
olten	14	34	(None, 0)
olten	14	35	(None, 1)
olten	14	36	(None, 0)
olten	14	37	(None, 3)
olten	14	38	(None, 3)
olten	14	39	(None, 2)
olten	14	40	(None, 1)
olten	14	41	(None, 0)
olten	14	42	(None, 0)
olten	14	43	(None, 3)
olten	14	44	(None, 3)
olten	14	45	((18, 23), 0)
olten	14	46	(None, 3)
olten	14	47	(None, 3)
olten	14	48	((12, 24), 2)
olten	14	49	(None, 2)
olten	14	50	(None, 2)
olten	14	51	(None, 2)
olten	15	0	((32, 8), 0)
olten	15	1	(None, 2)
olten	15	2	(None, 2)
olten	15	3	(None, 0)
olten	15	4	(None, 0)
olten	15	5	(None, 2)
olten	15	6	(None, 2)
olten	15	7	(None, 2)
olten	15	8	(None, 2)
olten	15	9	(None, 0)
olten	15	10	(None, 3)
olten	15	11	(None, 2)
olten	15	12	(None, 0)
olten	15	13	(None, 0)
olten	15	14	(None, 3)
olten	15	15	(None, 0)
olten	15	16	(None, 1)
olten	15	17	(None, 3)
olten	15	18	(None, 2)
olten	15	19	(None, 0)
olten	15	20	(None, 2)
olten	15	21	(None, 0)
olten	15	22	(None, 0)
olten	15	23	(None, 0)
olten	15	24	(None, 2)
olten	15	25	(None, 0)
olten	15	26	(None, 3)
olten	15	27	(None, 3)
olten	15	28	(None, 0)
olten	15	29	(None, 2)
olten	15	30	(None, 0)
olten	15	31	(None, 3)
olten	15	32	(None, 0)
olten	15	33	(None, 2)
olten	15	34	(None, 0)
olten	15	35	(None, 1)
olten	15	36	(None, 0)
olten	15	37	(None, 3)
olten	15	38	(None, 3)
olten	15	39	(None, 2)
olten	15	40	(None, 1)
olten	15	41	(None, 0)
olten	15	42	(None, 0)
olten	15	43	(None, 3)
olten	15	44	(None, 3)
olten	15	45	((17, 23), 0)
olten	15	46	(None, 3)
olten	15	47	(None, 3)
olten	15	48	((13, 24), 2)
olten	15	49	(None, 2)
olten	15	50	(None, 2)
olten	15	51	(None, 2)
olten	16	0	((31, 8), 0)
olten	16	1	(None, 2)
olten	16	2	(None, 2)
olten	16	3	(None, 0)
olten	16	4	(None, 0)
olten	16	5	(None, 2)
olten	16	6	(None, 2)
olten	16	7	(None, 2)
olten	16	8	(None, 2)
olten	16	9	(None, 0)
olten	16	10	(None, 3)
olten	16	11	(None, 2)
olten	16	12	(None, 0)
olten	16	13	(None, 0)
olten	16	14	(None, 3)
olten	16	15	(None, 0)
olten	16	16	(None, 1)
olten	16	17	(None, 3)
olten	16	18	(None, 2)
olten	16	19	(None, 0)
olten	16	20	(None, 2)
olten	16	21	(None, 0)
olten	16	22	(None, 0)
olten	16	23	(None, 0)
olten	16	24	(None, 2)
olten	16	25	(None, 0)
olten	16	26	(None, 3)
olten	16	27	(None, 3)
olten	16	28	(None, 0)
olten	16	29	(None, 2)
olten	16	30	(None, 0)
olten	16	31	(None, 3)
olten	16	32	(None, 0)
olten	16	33	(None, 2)
olten	16	34	(None, 0)
olten	16	35	(None, 1)
olten	16	36	(None, 0)
olten	16	37	(None, 3)
olten	16	38	(None, 3)
olten	16	39	(None, 2)
olten	16	40	(None, 1)
olten	16	41	(None, 0)
olten	16	42	(None, 0)
olten	16	43	(None, 3)
olten	16	44	(None, 3)
olten	16	45	((16, 23), 0)
olten	16	46	(None, 3)
olten	16	47	(None, 3)
olten	16	48	((14, 24), 2)
olten	16	49	(None, 2)
olten	16	50	(None, 2)
olten	16	51	(None, 2)
olten	17	0	((31, 8), 0)
olten	17	1	(None, 2)
olten	17	2	(None, 2)
olten	17	3	(None, 0)
olten	17	4	(None, 0)
olten	17	5	(None, 2)
olten	17	6	(None, 2)
olten	17	7	(None, 2)
olten	17	8	(None, 2)
olten	17	9	(None, 0)
olten	17	10	(None, 3)
olten	17	11	(None, 2)
olten	17	12	(None, 0)
olten	17	13	(None, 0)
olten	17	14	(None, 3)
olten	17	15	(None, 0)
olten	17	16	(None, 1)
olten	17	17	(None, 3)
olten	17	18	(None, 2)
olten	17	19	(None, 0)
olten	17	20	(None, 2)
olten	17	21	(None, 0)
olten	17	22	(None, 0)
olten	17	23	(None, 0)
olten	17	24	(None, 2)
olten	17	25	(None, 0)
olten	17	26	(None, 3)
olten	17	27	(None, 3)
olten	17	28	(None, 0)
olten	17	29	(None, 2)
olten	17	30	(None, 0)
olten	17	31	(None, 3)
olten	17	32	(None, 0)
olten	17	33	(None, 2)
olten	17	34	(None, 0)
olten	17	35	(None, 1)
olten	17	36	(None, 0)
olten	17	37	(None, 3)
olten	17	38	(None, 3)
olten	17	39	(None, 2)
olten	17	40	(None, 1)
olten	17	41	(None, 0)
olten	17	42	(None, 0)
olten	17	43	(None, 3)
olten	17	44	(None, 3)
olten	17	45	((15, 23), 0)
olten	17	46	(None, 3)
olten	17	47	(None, 3)
olten	17	48	((15, 24), 2)
olten	17	49	(None, 2)
olten	17	50	(None, 2)
olten	17	51	(None, 2)
olten	18	0	((30, 8), 0)
olten	18	1	(None, 2)
olten	18	2	(None, 2)
olten	18	3	(None, 0)
olten	18	4	(None, 0)
olten	18	5	(None, 2)
olten	18	6	(None, 2)
olten	18	7	(None, 2)
olten	18	8	(None, 2)
olten	18	9	(None, 0)
olten	18	10	(None, 3)
olten	18	11	(None, 2)
olten	18	12	(None, 0)
olten	18	13	(None, 0)
olten	18	14	(None, 3)
olten	18	15	(None, 0)
olten	18	16	(None, 1)
olten	18	17	(None, 3)
olten	18	18	(None, 2)
olten	18	19	(None, 0)
olten	18	20	(None, 2)
olten	18	21	(None, 0)
olten	18	22	(None, 0)
olten	18	23	(None, 0)
olten	18	24	(None, 2)
olten	18	25	(None, 0)
olten	18	26	(None, 3)
olten	18	27	(None, 3)
olten	18	28	(None, 0)
olten	18	29	(None, 2)
olten	18	30	(None, 0)
olten	18	31	(None, 3)
olten	18	32	(None, 0)
olten	18	33	(None, 2)
olten	18	34	(None, 0)
olten	18	35	(None, 1)
olten	18	36	(None, 0)
olten	18	37	(None, 3)
olten	18	38	(None, 3)
olten	18	39	(None, 2)
olten	18	40	(None, 1)
olten	18	41	(None, 0)
olten	18	42	(None, 0)
olten	18	43	(None, 3)
olten	18	44	(None, 3)
olten	18	45	((14, 23), 0)
olten	18	46	(None, 3)
olten	18	47	(None, 3)
olten	18	48	((16, 24), 2)
olten	18	49	(None, 2)
olten	18	50	(None, 2)
olten	18	51	(None, 2)
olten	19	0	((30, 8), 0)
olten	19	1	(None, 2)
olten	19	2	(None, 2)
olten	19	3	(None, 0)
olten	19	4	(None, 0)
olten	19	5	(None, 2)
olten	19	6	(None, 2)
olten	19	7	(None, 2)
olten	19	8	(None, 2)
olten	19	9	(None, 0)
olten	19	10	(None, 3)
olten	19	11	(None, 2)
olten	19	12	(None, 0)
olten	19	13	(None, 0)
olten	19	14	(None, 3)
olten	19	15	(None, 0)
olten	19	16	(None, 1)
olten	19	17	(None, 3)
olten	19	18	(None, 2)
olten	19	19	(None, 0)
olten	19	20	(None, 2)
olten	19	21	(None, 0)
olten	19	22	(None, 0)
olten	19	23	(None, 0)
olten	19	24	(None, 2)
olten	19	25	(None, 0)
olten	19	26	(None, 3)
olten	19	27	(None, 3)
olten	19	28	(None, 0)
olten	19	29	(None, 2)
olten	19	30	(None, 0)
olten	19	31	(None, 3)
olten	19	32	(None, 0)
olten	19	33	(None, 2)
olten	19	34	(None, 0)
olten	19	35	(None, 1)
olten	19	36	(None, 0)
olten	19	37	(None, 3)
olten	19	38	(None, 3)
olten	19	39	(None, 2)
olten	19	40	(None, 1)
olten	19	41	(None, 0)
olten	19	42	(None, 0)
olten	19	43	(None, 3)
olten	19	44	(None, 3)
olten	19	45	((13, 23), 0)
olten	19	46	(None, 3)
olten	19	47	(None, 3)
olten	19	48	((17, 24), 2)
olten	19	49	(None, 2)
