env_time	agent_id	episode_id	position
8	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((20, 16), 2)
8	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((3, 15), 0)
8	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((19, 16), 2)
8	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((2, 16), 0)
8	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
8	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((9, 16), 2)
8	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((4, 14), 0)
8	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
8	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
8	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
9	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 16), 2)
9	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((1, 15), 0)
9	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((3, 15), 0)
9	3	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 15), 3)
9	4	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((22, 16), 2)
9	5	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((13, 15), 2)
9	6	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((4, 14), 0)
9	7	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 16), 2)
9	8	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
9	9	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 16), 2)
9	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((21, 16), 2)
9	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((2, 15), 0)
9	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((20, 16), 2)
9	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((2, 16), 0)
9	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((19, 16), 2)
9	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((10, 16), 2)
9	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((4, 15), 1)
9	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
9	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
9	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
10	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 15), 3)
10	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 15), 0)
10	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((2, 15), 0)
10	3	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 14), 3)
10	4	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 16), 2)
10	5	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((13, 16), 1)
10	6	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((4, 15), 1)
10	7	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 16), 2)
10	8	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
10	9	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 16), 2)
10	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((22, 16), 2)
10	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((1, 15), 0)
10	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((21, 16), 2)
10	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((2, 16), 0)
10	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((20, 16), 2)
10	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((10, 15), 3)
10	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((3, 15), 0)
10	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((19, 16), 2)
10	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((6, 13), 2)
10	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
11	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 14), 3)
11	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 16), 1)
11	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((1, 15), 0)
11	3	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 13), 3)
11	4	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 16), 2)
11	5	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((14, 16), 2)
11	6	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((4, 15), 1)
11	7	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 15), 3)
11	8	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
11	9	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 16), 2)
11	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 16), 2)
11	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 15), 0)
11	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((22, 16), 2)
11	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((2, 15), 3)
11	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((21, 16), 2)
11	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((11, 15), 2)
11	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((3, 15), 0)
11	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((20, 16), 2)
11	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((7, 13), 2)
11	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((19, 16), 2)
12	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 13), 3)
12	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 17), 1)
12	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 15), 0)
12	3	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 12), 3)
12	4	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 16), 2)
12	5	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((15, 16), 2)
12	6	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((3, 15), 0)
12	7	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 14), 3)
12	8	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	(None, 2)
12	9	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 15), 3)
12	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 16), 2)
12	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 16), 1)
12	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 16), 2)
12	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((1, 15), 0)
12	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((22, 16), 2)
12	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((12, 15), 2)
12	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((2, 15), 0)
12	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((21, 16), 2)
12	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((7, 14), 1)
12	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((20, 16), 2)
13	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 12), 3)
13	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 18), 1)
13	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 16), 1)
13	3	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 11), 3)
13	4	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 15), 3)
13	5	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((15, 17), 1)
13	6	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((2, 15), 0)
13	7	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 13), 3)
13	8	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((6, 15), 2)
13	9	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 14), 3)
13	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 16), 2)
13	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 17), 1)
13	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 16), 2)
13	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 15), 0)
13	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 16), 2)
13	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((13, 15), 2)
13	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((1, 15), 0)
13	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((22, 16), 2)
13	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((8, 14), 2)
13	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((21, 16), 2)
14	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 11), 3)
14	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 19), 1)
14	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 17), 1)
14	3	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 10), 3)
14	4	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 14), 3)
14	5	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((16, 17), 2)
14	6	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((1, 15), 0)
14	7	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 12), 3)
14	8	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((7, 15), 2)
14	9	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 13), 3)
14	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 15), 3)
14	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 18), 1)
14	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 16), 2)
14	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 16), 1)
14	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 16), 2)
14	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((13, 16), 1)
14	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 15), 0)
14	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 16), 2)
14	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((8, 15), 1)
14	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((22, 16), 2)
15	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 10), 3)
15	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 20), 1)
15	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 18), 1)
15	3	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 10), 0)
15	4	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 13), 3)
15	5	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((17, 17), 2)
15	6	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 15), 0)
15	7	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 11), 3)
15	8	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((8, 15), 2)
15	9	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 12), 3)
15	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 14), 3)
15	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 19), 1)
15	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 15), 3)
15	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 17), 1)
15	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 16), 2)
15	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((14, 16), 2)
15	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 16), 1)
15	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 16), 2)
15	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((9, 15), 2)
15	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 16), 2)
16	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 10), 0)
16	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 21), 1)
16	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 19), 1)
16	3	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 10), 0)
16	4	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 12), 3)
16	5	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((18, 17), 2)
16	6	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 16), 1)
16	7	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 10), 3)
16	8	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((9, 15), 2)
16	9	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 11), 3)
16	10	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 13), 3)
16	11	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 20), 1)
16	12	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 14), 3)
16	13	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 18), 1)
16	14	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 15), 3)
16	15	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((15, 16), 2)
16	16	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 17), 1)
16	17	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((25, 16), 2)
16	18	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((10, 15), 2)
16	19	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((24, 16), 2)
17	0	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((23, 10), 0)
17	1	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((1, 21), 2)
17	2	57e1ebc5-947c-4314-83c7-0d6fd76b2bd3	((0, 20), 1)
